UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Wear_Torque_Index,AirTemp_RollingMean,ProcessTemp_RollingMean,Torque_RollingMean,ToolWear_RollingMean,Torque_Lag1,ToolWear_Lag1,AirTemp_Change,ProcessTemp_Change,Torque_Change,ToolWear_Change,AirTemp_RollingStd,ProcessTemp_RollingStd,Torque_RollingStd,ToolWear_RollingStd,Ambient_Humidity,Energy_Load_Index,Production_Demand,Shift,Days_Since_Maintenance,Production_Demand_Value,Torque_Load,Wear_Demand,Temperature_Humidity
9590,M76025,M,299.7,309.6,1725,34.9,192,0,0,0,0,0,0,9.900000000000034,6700.799999999999,299.49,309.79,38.67,113.3,42.8,113.0,1.1999999999999886,-0.3999999999999772,-7.899999999999999,79.0,1.401943096006583,1.5595227190120589,10.802473996471493,81.14055021312669,42,0.6,High,Day,79,3,20.939999999999998,576,13003.2
9591,L76520,L,300.8,310.6,1815,30.6,173,0,0,0,0,0,0,9.800000000000011,5293.8,299.42,309.6,39.49,127.0,34.9,192.0,1.1000000000000227,1.0,-4.299999999999997,-19.0,1.3045220495543997,1.2840906856189238,9.683485368857983,78.1494295138061,63,0.53,Low,Day,39,1,16.218,173,19567.800000000003
9592,L27344,L,294.8,304.9,1516,25.3,170,0,0,0,0,0,0,10.099999999999966,4301.0,298.89,309.02,37.46,128.4,30.6,173.0,-6.0,-5.7000000000000455,-5.300000000000001,-3.0,1.926107185200976,1.896077823064696,10.36416904532144,78.84894137244689,71,0.62,Low,Night,50,1,15.686,170,21647.899999999998
9593,M67202,M,300.0,308.7,1694,27.1,119,0,0,0,0,0,0,8.699999999999989,3224.9,299.05,309.17,37.17,123.9,25.3,170.0,5.199999999999989,3.8000000000000114,1.8000000000000007,-51.0,1.9472202409232449,1.7926082797004212,10.633181817102296,77.86947768898658,50,0.54,High,Day,20,3,14.634000000000002,357,15435.0
9594,L24959,L,298.5,308.1,1723,26.3,9,0,0,0,0,0,0,9.600000000000025,236.7,299.11,309.15,34.01,106.0,27.1,119.0,-1.5,-0.5999999999999659,-0.8000000000000007,-110.0,1.9168550632032813,1.804469758992166,8.206697806602264,81.96340646898506,51,0.75,Medium,Night,70,2,19.725,18,15713.1
9595,L48751,L,302.8,312.5,1566,36.3,209,0,0,0,0,0,0,9.699999999999989,7586.7,299.19,309.3,33.489999999999995,126.2,26.3,9.0,4.300000000000011,4.399999999999977,9.999999999999996,200.0,2.062064768892127,2.024296860093232,7.835737219801317,79.71449052713075,86,0.88,Low,Night,156,1,31.944,209,26875.0
9596,L11869,L,305.9,315.6,1888,39.4,212,1,1,0,0,0,0,9.700000000000044,8352.8,299.9,309.94,34.94,147.4,36.3,209.0,3.099999999999966,3.1000000000000227,3.1000000000000014,3.0,2.9458068127043595,2.8375263092275684,7.398978908531214,70.02412282762096,33,0.87,Medium,Day,117,2,34.278,424,10414.800000000001
9597,L54264,L,299.3,309.5,1725,24.5,9,0,0,0,0,0,0,10.199999999999989,220.5,299.85,309.8,32.739999999999995,142.1,39.4,212.0,-6.599999999999966,-6.100000000000023,-14.9,-203.0,2.951929689014687,2.8193773938393765,6.8285674437129,78.67718856186958,47,0.62,High,Day,112,3,15.19,27,14546.5
9598,L40268,L,296.6,305.1,1433,48.9,61,0,0,0,0,0,0,8.5,2982.9,299.69,309.46,33.61,126.7,24.5,9.0,-2.6999999999999886,-4.399999999999977,24.4,52.0,3.091367910092946,3.1760212705704647,8.283779330716252,77.8903074843078,34,0.99,Low,Night,171,1,48.411,61,10373.400000000001
9599,L94564,L,300.2,309.1,1584,41.3,85,0,0,0,0,0,0,8.900000000000034,3510.4999999999995,299.86,309.37,33.46,123.9,48.9,61.0,3.599999999999966,4.0,-7.600000000000001,24.0,3.0652895458663405,3.171767821123793,8.11065143294104,78.93379785899363,48,0.76,Low,Day,28,1,31.387999999999998,85,14836.800000000001
9600,L49606,L,299.6,310.7,1691,64.1,178,1,0,0,0,1,0,11.099999999999966,11409.8,299.85,309.48,36.38,122.5,41.3,85.0,-0.5999999999999659,1.599999999999966,22.8,93.0,3.066032543133389,3.19958330620382,12.66454368173866,77.7063560963825,31,0.64,Low,Day,119,1,41.023999999999994,178,9631.699999999999
9601,L23550,L,303.9,311.9,1881,35.9,44,0,0,0,0,0,0,8.0,1579.6,300.16,309.61,36.91,109.6,64.1,178.0,4.2999999999999545,1.1999999999999886,-28.2,-134.0,3.3190360046252185,3.2756509107188463,12.505683152515523,79.08673157433657,41,0.9,High,Night,98,3,32.31,132,12787.9
9602,M15702,M,303.3,313.9,1649,62.1,200,1,0,0,0,1,0,10.599999999999966,12420.0,301.01,310.51,40.59,112.6,35.9,44.0,-0.5999999999999659,2.0,26.200000000000003,156.0,2.8489569241315587,3.0675542193887457,14.031112254953568,82.14242373936762,46,0.84,High,Day,73,3,52.164,600,14439.4
9603,L88563,L,301.7,311.4,1589,47.3,200,0,0,0,0,0,0,9.699999999999989,9460.0,301.18,310.78000000000003,42.61,120.7,62.1,200.0,-1.6000000000000227,-2.5,-14.800000000000004,0.0,2.832666588217222,3.008801902566641,13.308681377206222,86.71030952417253,39,0.85,Medium,Day,151,2,40.205,400,12144.599999999999
9604,L71745,L,298.8,309.0,1764,20.4,103,0,0,0,0,0,0,10.199999999999989,2101.2,301.21,310.87,42.02,130.1,47.3,200.0,-2.8999999999999773,-2.3999999999999773,-26.9,-97.0,2.80255835502771,2.932215696173853,14.212185694755693,77.90371550118066,63,0.52,Medium,Day,108,2,10.607999999999999,206,19467.0
9605,M34459,M,301.4,312.9,1498,28.0,44,0,0,0,0,0,0,11.5,1232.0,301.07,310.91,41.19,113.6,20.4,103.0,2.599999999999966,3.899999999999977,7.600000000000001,-59.0,2.7487572949732115,2.9595232348770355,14.8130160482071,76.80162035327726,35,0.68,Medium,Day,163,2,19.040000000000003,88,10951.5
9606,M66782,M,300.5,310.4,1360,43.1,230,0,0,0,0,0,0,9.899999999999975,9913.0,300.53000000000003,310.39,41.56,115.4,28.0,44.0,-0.8999999999999773,-2.5,15.1,186.0,2.162328991311578,2.458296609895458,14.809546470660845,79.52665520999187,37,0.92,Low,Night,22,1,39.652,230,11484.8
9607,M97822,M,300.5,311.1,1663,22.5,84,0,0,0,0,0,0,10.600000000000025,1890.0,300.65,310.55,41.36,122.9,43.1,230.0,0.0,0.7000000000000455,-20.6,-146.0,2.119355247868319,2.445971745089964,15.076633871288555,71.50982838432475,90,0.7,High,Day,5,3,15.749999999999998,252,27999.000000000004
9608,L16032,L,296.9,306.9,1470,31.0,185,0,0,0,0,0,0,10.0,5735.0,300.68,310.73,39.57,135.3,22.5,84.0,-3.6000000000000227,-4.2000000000000455,8.5,101.0,2.056858445947878,2.031447212648612,15.14441958096916,70.32472301165971,80,0.81,Low,Day,60,1,25.110000000000003,185,24552.0
9609,L11825,L,302.1,312.0,2024,24.0,94,0,0,0,0,0,0,9.899999999999975,2256.0,300.87,311.02,37.84,136.2,31.0,185.0,5.2000000000000455,5.100000000000023,-7.0,-91.0,2.094994033404665,1.9792254377236225,15.894387548929162,69.66395529014025,40,0.75,Medium,Day,169,2,18.0,188,12480.0
9610,M87090,M,300.2,310.0,1583,61.2,193,0,0,0,0,0,0,9.800000000000011,11811.6,300.93,310.95,37.55,137.7,24.0,94.0,-1.900000000000034,-2.0,37.2,99.0,2.0629267235333493,2.0040237301764448,15.3801639927682,70.81595865339952,86,0.91,Medium,Day,157,2,55.69200000000001,386,26660.0
9611,M58101,M,299.8,310.5,1665,50.8,242,1,0,0,0,1,0,10.699999999999989,12293.6,300.52,310.81000000000006,39.040000000000006,157.5,61.2,193.0,-0.3999999999999772,0.5,-10.400000000000006,49.0,1.7974055376198697,1.97902894257646,15.914996421963442,69.37218462755767,41,0.57,Low,Night,163,1,28.955999999999996,242,12730.5
9612,L70109,L,298.8,308.1,1425,36.5,244,0,0,0,0,0,0,9.300000000000011,8906.0,300.07000000000005,310.23,36.48,161.9,50.8,242.0,-1.0,-2.3999999999999773,-14.299999999999995,2.0,1.5734251385639435,1.8160090552887809,13.698077724021465,73.63189224483841,38,0.75,Medium,Night,114,2,27.375,488,11707.800000000001
9613,H22470,H,298.4,307.3,1764,55.0,23,0,0,0,0,0,0,8.900000000000034,1265.0,299.73999999999995,309.82,37.25,144.2,36.5,244.0,-0.4000000000000341,-0.8000000000000114,18.5,-221.0,1.5392638933368308,1.9781023454038984,14.562985804963033,83.9997354493187,31,0.47,Medium,Night,98,2,25.849999999999998,46,9526.300000000001
9614,L13770,L,300.6,310.7,1533,52.4,224,1,0,0,0,1,0,10.099999999999966,11737.6,299.92,309.99,40.45,156.3,55.0,23.0,2.200000000000045,3.3999999999999773,-2.6000000000000014,201.0,1.5222789932634295,1.972843407651502,13.952001051223098,86.09432811360621,37,0.81,Medium,Day,45,2,42.444,448,11495.9
9615,H37268,H,296.5,306.7,1515,53.0,202,0,0,0,0,0,0,10.199999999999989,10706.0,299.43,309.37,42.95,172.1,52.4,224.0,-4.100000000000023,-4.0,0.6000000000000014,-22.0,1.762605394798798,1.93048640963436,13.711005312035368,77.23765633132244,87,0.84,Low,Night,113,1,44.519999999999996,202,26682.899999999998
9616,M10029,M,301.6,309.8,1520,34.3,192,0,0,0,0,0,0,8.199999999999989,6585.599999999999,299.54,309.31000000000006,42.07,168.3,53.0,202.0,5.100000000000023,3.1000000000000227,-18.700000000000003,-10.0,1.8679757314616736,1.9040599897192985,13.980069146228477,74.97414369115627,40,0.43,Low,Night,137,1,14.748999999999999,192,12392.0
9617,M40083,M,297.9,307.9,1306,36.8,182,0,0,0,0,0,0,10.0,6697.599999999999,299.28000000000003,308.98999999999995,43.5,178.1,34.3,192.0,-3.7000000000000455,-1.900000000000034,2.5,-10.0,1.9001754304964071,1.83754062691472,12.397670031994611,68.88871863778176,89,0.81,Medium,Day,179,2,29.808,364,27403.1
9618,H18958,H,295.9,304.7,1493,29.0,112,0,0,0,0,0,0,8.800000000000011,3248.0,299.18,308.77000000000004,43.3,170.8,36.8,182.0,-2.0,-3.1999999999999886,-7.799999999999997,-70.0,2.059018104716607,2.20960026550974,12.635575878359203,71.87921968289682,82,0.65,High,Day,14,3,18.85,336,24985.399999999998
9619,M18806,M,303.6,314.3,1635,38.8,178,0,0,0,0,0,0,10.699999999999989,6906.4,299.33000000000004,309.0,44.78,179.2,29.0,112.0,7.700000000000045,9.600000000000025,9.799999999999995,66.0,2.3319281483108845,2.6574841904005324,10.866748465949527,66.62298568979122,65,0.47,Low,Night,69,1,18.235999999999997,178,20429.5
9620,L42162,L,298.3,306.5,1261,31.8,199,1,0,1,0,0,0,8.199999999999989,6328.2,299.14,308.65,41.84,179.8,38.8,178.0,-5.300000000000011,-7.800000000000011,-6.9999999999999964,21.0,2.3305697920359814,2.7403365567850035,9.86128231463257,66.7878897871622,39,0.65,High,Night,114,3,20.67,597,11953.5
9621,L84732,L,298.6,310.5,1720,29.2,72,0,0,0,0,0,0,11.899999999999975,2102.4,299.02000000000004,308.65,39.67999999999999,162.8,31.8,199.0,0.3000000000000113,4.0,-2.6000000000000014,-127.0,2.323694376537117,2.7403365567850035,10.04454523056602,70.71664899049148,50,0.52,Medium,Day,56,2,15.184,144,15525.0
9622,L44889,L,302.3,311.9,1489,51.2,20,0,0,0,0,0,0,9.599999999999966,1024.0,299.37,309.03,41.15,140.4,29.2,72.0,3.6999999999999886,1.3999999999999773,22.000000000000004,-52.0,2.540363053667786,2.9135888522587416,10.58838462131432,77.3077543904159,49,0.65,High,Day,111,3,33.28,60,15283.099999999999
9623,L37702,L,303.7,312.8,1581,46.6,46,0,0,0,0,0,0,9.100000000000025,2143.6,299.90000000000003,309.58000000000004,40.31,142.7,51.2,20.0,1.3999999999999773,0.9000000000000341,-4.600000000000001,26.0,2.8495613697545954,3.065869461598115,9.660049459270528,73.68408542178167,77,0.63,Low,Day,91,1,29.358,46,24085.600000000002
9624,M45777,M,296.9,306.7,1138,31.1,149,0,0,0,0,0,0,9.800000000000011,4633.900000000001,299.53,309.17999999999995,38.18,135.2,46.6,46.0,-6.800000000000011,-6.100000000000023,-15.5,103.0,2.985539221722076,3.1629100524684364,9.02549475405943,68.09437894895902,37,0.84,Medium,Night,11,2,26.124,298,11347.9
9625,L62971,L,298.1,308.6,1578,49.3,156,0,0,0,0,0,0,10.5,7690.799999999999,299.69,309.37,37.81,130.6,31.1,149.0,1.2000000000000457,1.900000000000034,18.2,7.0,2.84466362002752,3.0525217261952524,8.404952243898903,64.54145954345934,65,0.86,Low,Day,158,1,42.397999999999996,156,20059.0
9626,L17739,L,298.2,309.1,1351,43.0,39,0,0,0,0,0,0,10.900000000000034,1677.0,299.35,309.3,38.68,115.3,49.3,156.0,0.0999999999999659,0.5,-6.299999999999997,-117.0,2.7937430089390363,3.0495901363962696,8.45140356522043,66.47480725808859,58,0.76,Medium,Night,115,2,32.68,78,17927.800000000003
9627,L34599,L,301.9,311.6,1475,36.8,130,0,0,0,0,0,0,9.700000000000044,4784.0,299.75,309.67,38.67999999999999,110.1,43.0,39.0,3.6999999999999886,2.5,-6.200000000000003,91.0,2.848878921805608,3.085107597620041,8.45140356522043,62.59827828658295,71,0.41,High,Night,101,3,15.087999999999997,390,22123.600000000002
9628,M46827,M,303.3,311.8,1257,55.7,176,1,0,1,0,0,0,8.5,9803.2,300.49,310.38,41.35,116.5,36.8,130.0,1.400000000000034,0.1999999999999886,18.90000000000001,46.0,2.694624278076608,2.5917818838271467,9.234747184170883,65.9936865667216,41,0.96,Low,Night,167,1,53.472,176,12783.800000000001
9629,L86821,L,297.8,306.6,1380,42.9,24,0,0,0,0,0,0,8.800000000000011,1029.6,299.91,309.61,41.760000000000005,101.1,55.7,176.0,-5.5,-5.199999999999989,-12.800000000000004,-152.0,2.572266618286936,2.436960766566015,9.19990338113496,67.98602797634273,90,0.81,Medium,Day,98,2,34.749,48,27594.000000000004
9630,L78446,L,302.8,313.1,1508,57.6,209,1,0,0,0,1,0,10.300000000000011,12038.4,300.36,310.27000000000004,44.34,102.1,42.9,24.0,5.0,6.5,14.700000000000005,185.0,2.6517080449315955,2.394461201282268,9.700423816628668,69.63946837502142,43,0.42,Low,Night,115,1,24.192,209,13463.300000000001
9631,L90210,L,298.6,309.6,1489,45.5,123,0,0,0,0,0,0,11.0,5596.5,300.36,310.17999999999995,45.970000000000006,107.2,57.6,209.0,-4.199999999999989,-3.5,-12.1,-86.0,2.6517080449315955,2.4017586149416577,8.113370309419574,69.0552114052391,77,0.89,Medium,Night,152,2,40.495,246,23839.2
9632,M93890,M,300.7,311.8,1696,46.4,10,0,0,0,0,0,0,11.100000000000025,464.0,300.2,310.17,45.49,106.2,45.5,123.0,2.099999999999966,2.1999999999999886,0.8999999999999986,-113.0,2.568613979907565,2.393997122434424,7.908989259766685,70.51524657831132,83,0.52,Low,Night,80,1,24.128,10,25879.4
9633,L33039,L,297.5,307.6,1203,29.2,93,0,0,0,0,0,0,10.100000000000025,2715.6,299.58,309.65,43.75,110.9,46.4,10.0,-3.1999999999999886,-4.199999999999989,-17.2,83.0,2.370560177585052,2.3229531013593885,9.409362949270582,67.56141239231519,79,0.75,Low,Night,58,1,21.9,93,24300.4
9634,M54929,M,299.8,310.7,1528,34.4,88,0,0,0,0,0,0,10.899999999999975,3027.2,299.87,310.05000000000007,44.08,104.8,29.2,93.0,2.300000000000012,3.099999999999966,5.199999999999999,-5.0,2.175648051602561,2.09138444311213,8.96372938259735,66.48441755612986,50,0.68,Medium,Day,30,2,23.392,176,15535.0
9635,L53884,L,299.8,311.7,1520,54.4,202,0,0,0,0,0,0,11.899999999999975,10988.8,300.04,310.36,44.59,109.4,34.4,88.0,0.0,1.0,20.0,114.0,2.086570817819516,2.082306413571585,9.426847004403898,71.79941194435784,51,0.65,Medium,Night,152,2,35.36,404,15896.699999999999
9636,L35146,L,299.4,310.6,1456,51.5,225,1,0,0,0,1,0,11.200000000000044,11587.5,300.16,310.51,45.44,128.0,54.4,202.0,-0.4000000000000341,-1.099999999999966,-2.8999999999999986,23.0,2.001776988355542,2.034944716693991,9.648166204575086,75.53071487076559,50,0.93,Low,Day,67,1,47.895,225,15530.000000000002
9637,H55819,H,300.8,311.7,1374,36.3,87,0,0,0,0,0,0,10.899999999999975,3158.1,300.05,310.52000000000004,45.39,123.7,51.5,225.0,1.400000000000034,1.099999999999966,-15.200000000000005,-138.0,1.9242603196490984,2.0411325832054525,9.699077848491829,76.62034832717605,73,0.66,Low,Day,29,1,23.958,87,22754.1
9638,L93162,L,298.0,307.2,1735,26.4,47,0,0,0,0,0,0,9.199999999999989,1240.8,299.52000000000004,310.06,42.46,110.8,36.3,87.0,-2.800000000000012,-4.5,-9.9,-40.0,1.6382917933006678,2.2301968024773773,10.620336885219384,77.68855199520164,79,0.45,Low,Night,42,1,11.879999999999999,47,24268.8
9639,L92632,L,298.2,309.2,1904,56.4,159,0,0,0,0,0,0,11.0,8967.6,299.56,310.32,43.81,124.3,26.4,47.0,0.1999999999999886,2.0,30.0,112.0,1.5959671397330149,1.910671784129397,11.50376266947256,72.48455774239862,59,0.97,High,Night,119,3,54.708,477,18242.8
9640,L41308,L,300.9,311.3,1231,50.5,130,0,0,0,0,0,0,10.400000000000034,6565.0,299.37,310.14,43.1,116.4,56.4,159.0,2.6999999999999886,2.1000000000000227,-5.899999999999999,-29.0,1.2410121317323393,1.6919416853629743,10.752674086012064,66.26579476287583,68,0.95,Medium,Day,62,2,47.974999999999994,260,21168.4
9641,L23054,L,302.7,313.3,1372,28.5,172,0,0,0,0,0,0,10.600000000000025,4902.0,299.78,310.51000000000005,41.39999999999999,121.3,50.5,130.0,1.8000000000000114,2.0,-22.0,42.0,1.587310793623245,1.946192864714975,11.63844204923193,68.57931336942823,49,0.81,Medium,Day,155,2,23.085,344,15351.7
9642,L89606,L,300.0,311.2,1358,28.5,88,0,0,0,0,0,0,11.199999999999989,2508.0,299.71,310.45,39.61,129.1,28.5,172.0,-2.6999999999999886,-2.1000000000000227,0.0,-84.0,1.557383846211806,1.910933454275085,12.149298105011756,58.15773570405077,53,0.68,Medium,Day,29,2,19.380000000000003,176,16493.6
9643,L62018,L,301.0,311.4,1487,58.2,121,0,0,0,0,0,0,10.399999999999975,7042.200000000001,300.06,310.83000000000004,42.510000000000005,131.9,28.5,88.0,1.0,0.1999999999999886,29.700000000000003,33.0,1.3898041428755086,1.63981706296757,12.83038494269652,56.8867295597136,52,0.46,Low,Day,29,1,26.772000000000002,121,16192.8
9644,L36250,L,301.5,311.4,1762,34.8,108,0,0,0,0,0,0,9.899999999999975,3758.4,300.23,310.9,42.55,133.9,58.2,121.0,0.5,0.0,-23.40000000000001,-13.0,1.4568230274581604,1.6485684025168903,12.80288595937981,55.50665625750554,36,0.87,Medium,Night,104,2,30.275999999999996,216,11210.4
9645,L24413,L,301.7,310.6,1632,35.0,19,0,0,0,0,0,0,8.900000000000034,665.0,300.42,310.79,40.61,115.6,34.8,108.0,0.1999999999999886,-0.7999999999999545,0.2000000000000028,-89.0,1.5171610915712077,1.6257989488931175,12.26634510448077,60.50197425612585,38,0.45,Low,Night,57,1,15.75,19,11802.800000000001
9646,M87391,M,298.1,307.8,1510,33.1,247,0,0,0,0,0,0,9.699999999999989,8175.700000000001,300.29,310.51,38.77,117.8,35.0,19.0,-3.599999999999966,-2.800000000000012,-1.8999999999999984,228.0,1.6629625505235173,1.8829350611333555,11.823333803213906,65.14394318225874,30,0.44,Medium,Night,55,2,14.564,494,9234.0
9647,M48921,M,298.4,308.7,1540,43.4,147,0,0,0,0,0,0,10.300000000000011,6379.8,300.05,310.21,39.48,123.8,33.1,247.0,0.2999999999999545,0.8999999999999773,10.299999999999995,-100.0,1.7519830034685733,1.911049740617212,11.8716094574876,64.75389306185905,55,0.72,Medium,Night,116,2,31.247999999999998,294,16978.5
9648,L81123,L,298.6,308.9,1480,26.0,50,0,0,0,0,0,0,10.299999999999956,1300.0,300.11,310.38,39.44,124.1,43.4,147.0,0.2000000000000454,0.1999999999999886,-17.4,-97.0,1.6828877297994822,1.674514855115159,11.921148341404686,64.3643275943024,67,0.5,Medium,Day,172,2,13.0,100,20696.3
9649,L84363,L,303.9,314.1,1670,42.3,80,0,0,0,0,0,0,10.200000000000044,3384.0,300.68,310.87,38.03,116.2,26.0,50.0,5.2999999999999545,5.2000000000000455,16.299999999999997,30.0,1.913577220228786,1.979927046916278,10.433285409900536,64.45291132119482,67,0.4,Low,Day,128,1,16.919999999999998,80,21044.7
9650,L35785,L,301.0,312.0,1691,25.9,19,0,0,0,0,0,0,11.0,492.1,300.69,310.94,35.57000000000001,105.1,42.3,80.0,-2.8999999999999773,-2.1000000000000227,-16.4,-61.0,1.915115314195846,2.008979840615439,10.0598265944852,71.03434224217062,83,0.65,Low,Night,156,1,16.835,19,25896.0
9651,L66865,L,300.9,311.8,1643,26.0,209,0,0,0,0,0,0,10.900000000000034,5434.0,300.51000000000005,310.79,35.32000000000001,108.8,25.9,19.0,-0.1000000000000227,-0.1999999999999886,0.1000000000000014,190.0,1.7854037825284157,1.863956365726712,10.28362236222673,75.71554955519035,90,0.48,Medium,Night,165,2,12.48,418,28062.0
9652,L16861,L,300.7,310.7,1144,26.3,120,0,0,0,0,0,0,10.0,3156.0,300.58000000000004,310.74,35.1,112.0,26.0,209.0,-0.1999999999999886,-1.1000000000000227,0.3000000000000007,-89.0,1.7768886665555903,1.858434227455405,10.467622037077572,75.41441064765651,73,0.5,Medium,Night,151,2,13.15,240,22681.1
9653,L86340,L,297.4,306.5,1540,26.7,13,0,0,0,0,0,0,9.100000000000025,347.1,300.22,310.25,31.95,101.2,26.3,120.0,-3.300000000000012,-4.199999999999989,0.3999999999999986,-107.0,2.0291213205060914,2.2662989897877472,6.862660643738269,81.47228567637825,51,0.45,Low,Day,77,1,12.015,13,15631.5
9654,L23979,L,303.9,314.3,1504,47.1,225,0,0,0,0,0,0,10.400000000000034,10597.5,300.46,310.54,33.18,112.9,26.7,13.0,6.5,7.800000000000011,20.4,212.0,2.3186202793902937,2.591953360348711,8.36750327822543,90.46233101868071,73,0.52,Low,Night,69,1,24.492,225,22943.9
9655,L76833,L,301.0,313.2,1715,47.1,79,0,0,0,0,0,0,12.199999999999989,3720.9,300.39,310.8,34.39,118.9,47.1,225.0,-2.8999999999999773,-1.1000000000000227,0.0,-146.0,2.287380840855055,2.7255988129012394,9.46308030658571,85.38989011196439,39,0.83,High,Day,58,3,39.092999999999996,237,12214.8
9656,L10357,L,301.4,311.8,1580,38.3,31,0,0,0,0,0,0,10.400000000000034,1187.3,300.72,311.2,34.910000000000004,97.3,47.1,79.0,0.3999999999999772,-1.3999999999999773,-8.800000000000004,-48.0,2.154478539642176,2.5223445883186644,9.526973403039566,76.21176637064251,84,0.89,Medium,Day,160,2,34.086999999999996,62,26191.2
9657,H57201,H,296.5,306.2,1637,33.6,199,0,0,0,0,0,0,9.699999999999989,6686.400000000001,300.53,310.95,33.93,102.5,38.3,31.0,-4.899999999999977,-5.600000000000023,-4.699999999999996,168.0,2.445880891076572,2.894151190091894,9.048640167941844,81.56558370075271,87,0.67,High,Day,85,3,22.512000000000004,597,26639.399999999998
9658,L64254,L,301.6,312.1,1449,53.7,169,0,0,0,0,0,0,10.5,9075.3,300.83,311.27000000000004,36.7,114.4,33.6,199.0,5.100000000000023,5.900000000000034,20.1,-30.0,2.3655161522737456,2.818214564814272,10.478231402929271,81.73561715134437,35,0.7,Low,Day,69,1,37.589999999999996,169,10923.5
9659,M92160,M,299.3,309.9,1706,46.8,121,0,0,0,0,0,0,10.599999999999966,5662.799999999999,300.37,310.85,37.15,118.5,53.7,169.0,-2.300000000000012,-2.200000000000045,-6.900000000000006,-48.0,2.1385613024751216,2.658006772000324,10.835974037128958,80.84175213890968,46,0.42,Medium,Night,101,2,19.656,242,14255.4
9660,M20796,M,297.4,307.9,1758,28.2,207,0,0,0,0,0,0,10.5,5837.4,300.01,310.43999999999994,37.38,137.3,46.8,121.0,-1.900000000000034,-2.0,-18.6,86.0,2.316342903035474,2.7745670332906736,10.592324264925647,76.89538347651296,80,0.44,Low,Day,36,1,12.408,207,24632.0
9661,L33238,L,298.1,309.5,1246,43.4,166,0,0,0,0,0,0,11.399999999999975,7204.4,299.73,310.21000000000004,39.12,133.0,28.2,207.0,0.7000000000000455,1.6000000000000227,15.2,-41.0,2.3655161522729107,2.7444691856738324,9.923238718617265,73.57082755186772,79,0.55,Medium,Day,160,2,23.87,332,24450.5
9662,L60978,L,297.5,307.9,1305,42.9,165,0,0,0,0,0,0,10.399999999999975,7078.5,299.41,309.92999999999995,40.78,137.5,43.4,166.0,-0.6000000000000227,-1.6000000000000227,-0.5,-1.0,2.4351363183372614,2.8304102568753886,8.873280741141242,74.06191103844574,67,0.73,Low,Night,128,1,31.316999999999997,165,20629.3
9663,L50883,L,297.4,308.8,1674,47.1,191,0,0,0,0,0,0,11.400000000000034,8996.1,299.41,310.16,42.82000000000001,155.3,42.9,165.0,-0.1000000000000227,0.9000000000000341,4.200000000000003,26.0,2.4351363183372614,2.605208458283788,7.51809668584897,61.064719765179866,53,0.84,Low,Night,87,1,39.564,191,16366.400000000001
9664,L95478,L,300.1,310.4,1507,67.3,3,0,0,0,0,0,0,10.299999999999956,201.9,299.03000000000003,309.77000000000004,44.84,133.1,47.1,191.0,2.700000000000045,1.599999999999966,20.2,-188.0,1.8927052948962528,2.172581669607594,10.795287037509295,72.24103173866399,80,0.76,Low,Day,74,1,51.147999999999996,3,24832.0
9665,L79396,L,299.2,310.7,1722,31.7,226,0,0,0,0,0,0,11.5,7164.2,298.85,309.52,43.3,147.8,67.3,3.0,-0.9000000000000341,0.3000000000000113,-35.599999999999994,223.0,1.7658803281444877,1.8546038810377736,11.511733144926314,74.91595290724108,39,0.64,Medium,Night,93,2,20.288,452,12117.3
9666,M14447,M,300.7,311.9,1581,45.4,123,0,0,0,0,0,0,11.199999999999989,5584.2,298.78000000000003,309.53000000000003,44.010000000000005,157.0,31.7,226.0,1.5,1.1999999999999886,13.7,-103.0,1.6645319662478075,1.8684812608712416,11.387366293884892,63.8035178410159,85,0.47,Medium,Night,155,2,21.337999999999997,246,26511.499999999996
9667,L30523,L,303.4,314.3,1662,54.8,219,1,0,0,0,1,0,10.900000000000034,12001.2,299.47,310.34,46.13,159.0,45.4,123.0,2.6999999999999886,2.400000000000034,9.4,96.0,2.0088968780560266,2.014502971510288,11.205955757740506,65.55574387920174,37,0.87,Medium,Day,99,2,47.675999999999995,438,11629.1
9668,L74079,L,299.7,310.5,1404,57.0,190,0,0,0,0,0,0,10.800000000000011,10830.0,299.28000000000003,310.17999999999995,46.46,161.1,54.8,219.0,-3.6999999999999886,-3.8000000000000114,2.200000000000003,-29.0,1.8701158609372888,1.920532333611343,11.498425012921148,66.2444127623014,50,0.62,High,Night,24,3,35.339999999999996,570,15525.0
9669,M74823,M,295.5,307.8,1598,41.7,234,0,0,0,0,0,0,12.300000000000011,9757.8,298.9,309.97,45.95,172.4,57.0,190.0,-4.199999999999989,-2.6999999999999886,-15.299999999999995,44.0,2.2191089302778617,2.064003660634865,11.59437123971963,68.25149571010574,85,0.84,Medium,Day,87,2,35.028,468,26163.0
9670,M59289,M,299.5,310.6,1599,26.9,60,0,0,0,0,0,0,11.100000000000025,1614.0,299.11,310.24,45.82,157.7,41.7,234.0,4.0,2.800000000000012,-14.800000000000004,-174.0,2.159963991468305,1.9357456214887965,11.820584681910432,75.42479698348511,35,0.71,Medium,Day,67,2,19.098999999999997,120,10871.0
